eventID,eventDate,eventTime,decimalLatitude,decimalLongitude,verbatimIdentification,scientificName,vernacularName,eventRemarks
bsp184000733,2023-09-19,2023-09-19 14:49:07 UTC,39.955873806,-75.1671499335,Perching Birds,Passeriformes,Perching Birds,
bsp184000857,2023-09-19,2023-09-19 14:50:06 UTC,39.9559452468,-75.1669969067,,Charadriiformes,Shorebirds and Allies,
bsp184001033,2023-09-19,2023-09-19 14:50:16 UTC,39.9558938611,-75.16708905,,Passeriformes,Perching Birds,
bsp184064348,2023-09-15,2023-09-15 13:17:10 UTC,39.9817722919,-75.1527899131,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp184064503,2023-09-15,2023-09-15 13:26:27 UTC,39.9825930983,-75.1549574733,American Goldfinch,Spinus tristis,American Goldfinch,
bsp184064670,2023-09-19,2023-09-19 17:00:16 UTC,39.9822103134,-75.1544740051,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp184064918,2023-09-19,2023-09-19 18:42:24 UTC,39.9818760814,-75.1524667069,Wood Thrush,Hylocichla mustelina,Wood Thrush,
bsp184065111,2023-09-19,2023-09-19 18:43:28 UTC,39.9819220673,-75.1524670422,Rose-breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,
bsp184112606,2023-09-20,2023-09-20 13:11:35 UTC,39.9478033333,-75.1521611667,Northern Parula,Setophaga americana,Northern Parula,Deceased
bsp184117764,2023-09-20,2023-09-20 14:06:18 UTC,39.9533,-75.1944883333,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp184201729,2023-09-20,2023-09-20 15:52:13 UTC,39.9806146683,-75.1562040299,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,
bsp184247551,2023-09-21,2023-09-21 11:35:00 UTC,39.980805,-75.1528695,Ovenbird,Seiurus aurocapilla,Ovenbird,Taken for academy. Very recent death. Bird flexible and in good condition.
bsp184247669,2023-09-21,2023-09-21 12:00:06 UTC,39.9796466667,-75.15535,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Not collected as ants had gotten to it. Must be a day or two old.
bsp184263000,2023-09-15,2023-09-15 18:53:53 UTC,39.952926,-75.201297,Northern Parula,Setophaga americana,Northern Parula,
bsp184266829,2023-09-21,2023-09-21 14:59:38 UTC,39.9513966667,-75.1971666667,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp184276471,2023-09-21,,39.961177,-75.170969,Gray Catbird,Dumetella carolinensis,Gray Catbird,12:10 pm
bsp184292482,2023-09-21,2023-09-21 18:22:36 UTC,39.9555816346,-75.17111379,House Sparrow,Passer domesticus,House Sparrow,
bsp184312550,2023-09-21,2023-09-21 20:51:53 UTC,39.9594696921,-75.1481436736,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike, not collected due to heavy fly presence."
bsp184422835,2023-09-22,2023-09-22 19:08:30 UTC,39.9602190318,-75.1975927753,House Sparrow,Passer domesticus,House Sparrow,
bsp184466876,2023-09-22,,39.929752,-75.152201,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp184520693,2023-09-23,2023-09-23 13:05:35 UTC,39.9446419803,-75.2088593623,Mourning Dove,Zenaida macroura,Mourning Dove,Heavy rain so didn’t get a photo of the other side when I moved it. Window strike at SJU.
bsp184553125,2023-09-23,2023-09-23 16:18:47 UTC,39.8927979426,-75.166787574,Laughing Gull,Leucophaeus atricilla,Laughing Gull,
bsp184851293,2023-09-25,2023-09-25 11:24:31 UTC,39.9810466667,-75.15255,Red-eyed Vireo,Vireo olivaceus,Red-eyed Vireo,"At entrance of advising center, north side of Gladfelter."
bsp184886575,2023-09-25,2023-09-25 16:40:00 UTC,39.9811415551,-75.152731063,Ovenbird,Seiurus aurocapilla,Ovenbird,"Window strike between 11:40 and 12:40 today. Hit Mazur Hall atrium, found on ground near entrance."
bsp184931470,2023-09-12,2023-09-12 13:32:52 UTC,39.9815966667,-75.1524278333,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Bird captured by Mandy, monitored by Maria, and eventually released at “Narnia.” Flew well - strong and high. Feisty!"
bsp185017556,2023-09-26,2023-09-26 15:39:29 UTC,40.0231554799,-75.1779672684,Common Nighthawk,Chordeiles minor,Common Nighthawk,
bsp185029687,2023-09-26,2023-09-26 17:15:06 UTC,39.9524166667,-75.1981583333,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp185030319,2023-09-26,2023-09-26 17:16:58 UTC,39.9518616667,-75.1670216667,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,Liberty Center truck entrance per Laura Crandall
bsp185036611,2023-09-26,2023-09-26 17:14:43 UTC,39.98192,-75.1538695,Ovenbird,Seiurus aurocapilla,Ovenbird,Broken beak. Window collision near Narnia at Bio Life bldg.
bsp185148148,2023-09-21,2023-09-21 17:11:12 UTC,39.97498,-75.1312861667,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,"Bird strike window collision"
bsp185152820,2023-09-27,2023-09-27 15:10:48 UTC,39.9454979381,-75.1427994887,Northern Parula,Setophaga americana,Northern Parula,"Window collision, brand new high rise with mirrored glazing."
bsp185154556,2023-09-27,2023-09-27 15:44:13 UTC,39.9479371881,-75.1961372677,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp185155119,2023-09-27,2023-09-27 16:03:33 UTC,39.9523716667,-75.1979,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp185202460,2023-09-27,2023-09-27 22:09:34 UTC,39.9473283333,-75.1492638333,American Redstart,Setophaga ruticilla,American Redstart,Windows have blinds but they are open and lights remain turned on after hours.
bsp185290840,2023-09-28,2023-09-28 13:55:23 UTC,39.9479833333,-75.1535333333,Ovenbird,Seiurus aurocapilla,Ovenbird,"725 Walnut, window collision."
bsp185291118,2023-09-28,2023-09-28 13:57:53 UTC,39.9478616667,-75.1530388333,Northern Parula,Setophaga americana,Northern Parula,707 Walnut St.  Warbler decomposed.
bsp185291484,2023-09-28,2023-09-28 14:04:10 UTC,39.9478833333,-75.1519778333,Northern Parula,Setophaga americana,Northern Parula,725 Walnut St (center of block)
bsp185293627,2023-09-28,2023-09-28 13:49:36 UTC,39.9461783333,-75.1528555,,Sturnus vulgaris,European Starling,"Possible window strike, no evidence of predation.  ID based on seasonal white spots on dark bird of approximate size."
bsp185312461,2023-09-28,2023-09-28 12:37:33 UTC,39.9622417222,-75.1534636255,American Redstart,Setophaga ruticilla,American Redstart,Window collision. 915 Spring Garden St
bsp185320566,2023-09-28,2023-09-28 19:02:11 UTC,39.9512088982,-75.157431448,,Passeriformes,Perching Birds,
bsp185322490,2023-09-28,2023-09-28 19:15:41 UTC,39.952545,-75.2015216667,Northern Parula,Setophaga americana,Northern Parula,
bsp185351078,2023-09-28,2023-09-28 23:08:29 UTC,39.9535604474,-75.1486177371,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,
bsp185551473,2023-09-30,2023-09-30 11:18:57 UTC,39.9574989409,-75.1947138458,Northern Parula,Setophaga americana,Northern Parula,"Near revolving door of drexel health sciences bldg facing powell/slams playground, about 10 ft from bldg facade."
bsp185566761,2023-09-30,2023-09-30 13:42:02 UTC,39.96736776,-75.18212136,American Robin,Turdus migratorius,American Robin,Under a shrub about 15 feet from a 4 foot tall glass railing. I am not sure how it would have ended up here if it had hit the glass.
bsp185567094,2023-09-30,2023-09-30 13:45:55 UTC,39.96731462,-75.18172995,American Robin,Turdus migratorius,American Robin,About 20 feet from glass railing I am not sure how it would have landed here if it had hit the glass railing
bsp185637739,2023-09-30,2023-09-30 21:22:25 UTC,40.0167833333,-75.19253,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp185734122,2023-10-01,2023-10-01 13:16:54 UTC,39.9472466667,-75.1471721667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Found at 320 Walnut with some ants having gotten to it.
bsp185785135,2023-10-01,2023-10-01 19:17:44 UTC,39.9612260493,-75.1707350666,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp185888482,2023-10-02,2023-10-02 10:56:12 UTC,39.980805,-75.1528778333,Scarlet Tanager,Piranga olivacea,Scarlet Tanager,
bsp185888538,2023-10-02,2023-10-02 10:44:30 UTC,39.9811283333,-75.1527028333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp185888621,2023-10-02,2023-10-02 11:03:33 UTC,39.98135,-75.1519083333,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp185889310,2023-10-02,2023-10-02 11:11:20 UTC,39.9825133333,-75.1527555,House Sparrow,Passer domesticus,House Sparrow,
bsp185889632,2023-10-02,2023-10-02 11:08:25 UTC,39.9815883333,-75.1526111667,Nashville Warbler,Leiothlypis ruficapilla,Nashville Warbler,
bsp185889721,2023-10-02,2023-10-02 11:52:16 UTC,39.9811166667,-75.1525945,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp185895655,2023-10-02,2023-10-02 12:58:20 UTC,39.9592666667,-75.170425,Gray Catbird,Dumetella carolinensis,Gray Catbird,Decomposed and full of many small black ants.
bsp185906316,2023-10-02,2023-10-02 14:30:16 UTC,39.9454616667,-75.1434471667,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Found in front of The Ryland at 1 Dock St.
bsp185921076,2023-10-02,2023-10-02 16:25:24 UTC,40.0110780177,-75.1939465316,Rose-breasted Grosbeak,Pheucticus ludovicianus,Rose-breasted Grosbeak,Female
bsp186027188,2023-10-03,2023-10-03 11:46:36 UTC,39.9476916667,-75.1492083333,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,436 Walnut
bsp186029077,2023-10-03,2023-10-03 12:27:04 UTC,39.94768,-75.1506361667,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,"Inaccessible area below 520 Walnut, north side.  Decayed but identifiable black and white warbler."
bsp186031039,2023-10-03,2023-10-03 12:47:42 UTC,39.9490083333,-75.1488333333,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,433 Chestnut
bsp186039465,2023-10-03,,39.953019,-75.201268,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp186040654,2023-10-03,,39.952493,-75.200059,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp186041228,2023-10-03,2023-10-03 14:21:11 UTC,39.9541666667,-75.1457528333,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Found at The Sonder at 313 Race St.
bsp186067125,2023-10-03,2023-10-03 18:19:36 UTC,39.9533716667,-75.2019283333,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp186067991,2023-10-03,2023-10-03 18:26:56 UTC,39.953475,-75.20208,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp186068133,2023-10-03,2023-10-03 18:25:52 UTC,39.953475,-75.20205,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp186068209,2023-10-03,2023-10-03 18:24:25 UTC,39.953945,-75.2019883333,,Leiothlypis,Leiothlypis Warblers,
bsp186069465,2023-10-03,2023-10-03 18:40:04 UTC,39.9520633333,-75.1958166667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp186069530,2023-10-03,2023-10-03 18:38:29 UTC,39.9522833333,-75.196625,Winter Wren,Troglodytes hiemalis,Winter Wren,
bsp186191892,2023-10-04,2023-10-04 17:58:59 UTC,39.9551323934,-75.1897716739,House Wren,Troglodytes aedon,House Wren,
bsp186366412,2023-10-04,2023-10-04 21:33:11 UTC,39.951225,-75.197105,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp186468093,2023-10-06,2023-10-06 22:38:34 UTC,39.9373666667,-75.1702583333,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,
bsp186542400,2023-10-07,2023-10-07 14:16:32 UTC,39.9534150578,-75.1493243798,American Redstart,Setophaga ruticilla,American Redstart,
bsp186546586,2023-10-07,2023-10-07 13:11:48 UTC,39.9527666667,-75.1467445,,Aves,Birds,
bsp186551004,2023-09-27,2023-09-27 18:29:39 UTC,39.9572916667,-75.1716166667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Outside of Moore College of Art and Design
bsp186760277,2023-10-08,2023-10-08 21:25:44 UTC,39.9541305006,-75.1787420456,Feral Pigeon,Columba livia domestica,Feral Pigeon,
bsp186767054,2023-10-08,2023-10-08 19:03:14 UTC,39.9459729749,-75.1457678899,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp186835019,2023-10-09,2023-10-09 10:18:02 UTC,39.9808466667,-75.1526638333,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Another victim at the Mazur atrium entrance on Pollett Walk.
bsp186836536,2023-10-09,2023-10-09 11:26:18 UTC,39.9816497648,-75.1532479107,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,"Stunned on SERC glass at 12th street entrance, but after placing the bird in a paper bag for transport to rehab it escaped before I could clip the bag shut. Went into a nearby tree."
bsp186837051,2023-10-09,2023-10-09 11:24:05 UTC,39.98173,-75.1534416667,Ovenbird,Seiurus aurocapilla,Ovenbird,"Dead ovenbird found near the entrance of SERC building, on 12th Street. Also found a stunned yellowthroat a few feet away from this deceased bird."
bsp186840008,2023-10-09,2023-10-09 11:30:41 UTC,39.9812916667,-75.1526111667,Ovenbird,Seiurus aurocapilla,Ovenbird,Watched this ovenbird fly repeatedly into the glass. Used my hands to help it redirect.
bsp186906922,2023-10-09,2023-10-09 21:25:44 UTC,39.95714846,-75.1708002,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,
bsp187008784,2023-10-10,2023-10-10 16:31:55 UTC,39.88907,-75.1760083333,American Redstart,Setophaga ruticilla,American Redstart,Probable window strike of fem type American Redstart
bsp187021752,2023-10-10,2023-10-10 18:26:09 UTC,39.9498966667,-75.1978533333,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp187175088,2023-10-11,2023-10-11 21:27:01 UTC,39.9527883333,-75.1734083333,,Passer domesticus,House Sparrow,
bsp187283809,2023-10-11,2023-10-11 22:08:14 UTC,39.9538109616,-75.1478779713,,Passeriformes,Perching Birds,
bsp187354966,2023-10-13,2023-10-13 10:28:49 UTC,39.9455107814,-75.1436849793,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,"Condition of bird was slightly dedicated.  Found in front of the window at The Ryland, 1 Dock St.  They have a roof level fully glass surround space lit all night as well as several floors brightly lit without curtains, seemingly vacant."
bsp187373144,2023-10-13,2023-10-13 15:23:43 UTC,39.9451800034,-75.1616549492,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp187377430,2023-10-13,2023-10-13 16:00:07 UTC,39.9473149651,-75.1608207822,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187387714,2023-10-13,2023-10-13 17:30:11 UTC,39.9521716667,-75.1962366667,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp187395934,2023-10-13,2023-10-13 18:42:39 UTC,39.95055,-75.1500695,Hermit Thrush,Catharus guttatus,Hermit Thrush,
bsp187405669,2023-10-13,2023-10-13 20:00:17 UTC,39.9504166667,-75.1507361111,Ruby-throated Hummingbird,Archilochus colubris,Ruby-throated Hummingbird,Female?
bsp187415437,2023-10-13,2023-10-13 21:27:36 UTC,39.9513536679,-75.1454496596,,Troglodytes,Troglodytes Wrens,
bsp187420698,2023-10-12,2023-10-12 13:05:00 UTC,39.9821974683,-75.1544927806,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp187421094,2023-10-12,2023-10-12 13:06:00 UTC,39.9820169997,-75.1528059,Gray Catbird,Dumetella carolinensis,Gray Catbird,
bsp187421127,2023-10-13,2023-10-13 17:04:50 UTC,39.9807448997,-75.1562993,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp187421166,2023-10-13,2023-10-13 17:34:23 UTC,39.9811762,-75.1523344,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187421230,2023-10-13,2023-10-13 17:34:23 UTC,39.9811762,-75.1523344,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp187421260,2023-10-13,2023-10-13 17:30:26 UTC,39.9802579997,-75.1538551997,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp187421458,2023-10-12,2023-10-13 01:06:00 UTC,39.9821835955,-75.1544957981,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp187470697,2023-10-14,2023-10-14 10:16:10 UTC,39.9474133333,-75.1490638333,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp187473694,2023-10-14,2023-10-14 10:32:53 UTC,39.9469083333,-75.1500166667,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187477706,2023-10-14,2023-10-14 11:56:14 UTC,39.951170822,-75.1501001164,Ovenbird,Seiurus aurocapilla,Ovenbird,
bsp187479517,2023-10-14,2023-10-14 12:16:42 UTC,39.9538779958,-75.1493571047,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,
bsp187479611,2023-10-14,2023-10-14 12:18:53 UTC,39.9540302949,-75.1495458652,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187479686,2023-10-14,2023-10-14 12:19:50 UTC,39.9540569358,-75.1494174614,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187489412,2023-10-14,2023-10-14 13:37:52 UTC,39.9554116667,-75.1689083333,Pine Warbler,Setophaga pinus,Pine Warbler,"A pine warbler was observed the day prior by Jim Rapp.  I also observed a similar but not positive ID in the courtyard.  The birds (ovenbird, house sparrow, warblers, eastern phoebe) were flying low during a cloudy day with light drizzle.  After very high migration birds were grounded due to rain.  Given the time discovered (between 9:00 and 9:37am) I suspect it very likely a ground level window strike."
bsp187501681,2023-10-13,2023-10-13 13:01:00 UTC,39.9475166667,-75.150925,,Melospiza lincolnii,Lincoln's Sparrow,
bsp187642018,2023-10-15,2023-10-15 15:17:00 UTC,39.9466971964,-75.1430583194,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Found at 101 Walnut.  Area was checked the prior day.  It’s windy so it may have fallen from roof but looks fresh.
bsp187653621,2023-10-15,2023-10-15 16:05:29 UTC,39.9523916667,-75.1497195,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,This bird was smashed.  I took more photos but very gory.  It must have struck the door and whether dead or not someone likely walked out and stepped on it.
bsp187663803,2023-10-15,2023-10-15 12:46:06 UTC,39.9572085346,-75.170259811,Northern Flicker,Colaptes auratus,Northern Flicker,
bsp187710388,2023-10-13,2023-10-13 16:49:27 UTC,39.9453992861,-75.1436811645,Brown Creeper,Certhia americana,Brown Creeper,"One of two, both stunned.  This one was laying flat with wings closed facing East in the southeast corner of The Ryland in roughly center of sidewalk (common location).  It didn’t move until someone pointed it out to me while catching the other, tapped it with his foot, and it started to flap."
bsp187710669,2023-10-13,2023-10-13 16:48:17 UTC,39.9454833333,-75.1437916667,Brown Creeper,Certhia americana,Brown Creeper,"One of two.  Stunned, facing ground level glass."
bsp187770325,2023-10-16,2023-10-16 12:14:12 UTC,39.9487500027,-75.1524361667,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp187783408,2023-10-16,2023-10-16 14:40:02 UTC,39.95198,-75.1498416667,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,
bsp187798717,2023-10-16,2023-10-16 17:12:58 UTC,39.95767,-75.1771916667,Catharus guttatus,Catharus guttatus,Hermit Thrush,
bsp187829413,2023-10-16,2023-10-16 21:41:13 UTC,39.9759966667,-75.1320333333,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp187854859,2023-10-16,2023-10-16 13:15:18 UTC,39.9803702,-75.1533771997,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp187854950,2023-10-16,2023-10-16 13:47:44 UTC,39.9825091,-75.1550284,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp187855184,2023-10-16,2023-10-16 14:01:01 UTC,39.9816538586,-75.1557312906,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp187892021,2023-10-17,2023-10-17 10:38:53 UTC,39.9811216667,-75.1526416667,Song Sparrow,Melospiza melodia,Song Sparrow,Another victim of the Mazur atrium entrance.
bsp187892073,2023-10-17,2023-10-17 11:23:43 UTC,39.9813883333,-75.1519,Palm Warbler,Setophaga palmarum,Palm Warbler,Gladfelter east side. Likely hit a window on an upper floor and dropped down to the ground where I found it.
bsp187892236,2023-10-17,2023-10-17 11:27:55 UTC,39.981645,-75.15245,Myrtle Warbler,Setophaga coronata coronata,Myrtle Warbler,Gladfelter north side. Likely hit one of the upper windows of the building and landed on the ground below.
bsp187892346,2023-10-17,2023-10-17 11:32:42 UTC,39.9820283333,-75.15255,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,SERC east side.
bsp187892463,2023-10-17,2023-10-17 11:37:59 UTC,39.9815966667,-75.1533445,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,SERC west side entrance.
bsp187907209,2023-10-17,2023-10-17 15:11:55 UTC,39.9472366667,-75.1479945,,Parulidae,New World Warblers,
bsp187918891,2023-10-17,,39.952584,-75.200266,American Robin,Turdus migratorius,American Robin,
bsp187920195,2023-10-13,2023-10-13 17:17:00 UTC,39.95202,-75.202707,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187928752,2023-10-17,2023-10-17 18:32:02 UTC,39.95375,-75.1947116667,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,
bsp187931431,2023-10-17,2023-10-17 18:49:54 UTC,39.95572,-75.14,House Sparrow,Passer domesticus,House Sparrow,Window collision.
bsp187932091,2023-10-17,2023-10-17 18:57:11 UTC,39.953945,-75.19155,House Wren,Troglodytes aedon,House Wren,
bsp187938593,2023-10-17,2023-10-17 18:59:37 UTC,39.9539866667,-75.19158,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,
bsp187938767,2023-10-17,2023-10-17 18:58:26 UTC,39.9538333333,-75.1913133333,Tennessee Warbler,Leiothlypis peregrina,Tennessee Warbler,
bsp187954720,2023-10-17,2023-10-17 22:08:34 UTC,39.9506836525,-75.1496527345,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,No glass near dead bird. Placed here by someone else?
bsp187954975,2023-10-17,2023-10-17 22:11:24 UTC,39.9498781935,-75.1498568338,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187956572,2023-10-17,2023-10-17 22:26:43 UTC,39.9537378503,-75.1495169476,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp187957717,2023-10-17,2023-10-17 22:38:45 UTC,39.9529936077,-75.1492654325,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,
bsp187957990,2023-10-17,2023-10-17 22:41:16 UTC,39.9531047979,-75.1492965871,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,
bsp188029421,2023-10-18,2023-10-18 15:30:38 UTC,39.952333676,-75.1442181501,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,
bsp188048528,2023-10-18,,40.014187,-75.191863,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Around 8 AM
bsp188054609,2023-10-16,2023-10-16 18:24:37 UTC,39.955916854,-75.2023547888,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,
bsp188131231,2023-10-18,2023-10-18 14:23:46 UTC,39.9938716667,-75.2387166667,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,
bsp188375351,2023-10-21,2023-10-21 13:26:11 UTC,39.96736543,-75.18268712,Perching Birds,Passeriformes,Perching Birds,This is at the art museum sculpture garden on the other side of the glass rallying that faces out towards the water works and the river near the bronze bowl with lace statue. The bird is pretty degraded and so I'm not sure what kind of bird it is but I'm including it as a data point about collisions in this garden.
bsp188552790,2023-10-22,2023-10-22 18:25:11 UTC,39.9536598775,-75.1464953955,Feral Pigeon,Columba livia domestica,Feral Pigeon,
bsp188647292,2023-10-23,2023-10-23 10:18:07 UTC,39.9811583333,-75.1527028333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Window strike at Mazur atrium
bsp188647465,2023-10-23,2023-10-23 10:18:02 UTC,39.9811533333,-75.1526805,Song Sparrow,Melospiza melodia,Song Sparrow,"At Mazur atrium, window strike"
bsp188647536,2023-10-23,2023-10-23 10:17:52 UTC,39.9811783333,-75.1526028333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,"Mazur atrium window strike, not collected because of condition"
bsp188648041,2023-10-23,2023-10-23 11:04:12 UTC,39.98177,-75.1527333333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Window strike on the east side of SERC
bsp188648412,2023-10-23,2023-10-23 11:11:12 UTC,39.9811366667,-75.1526861667,Song Sparrow,Melospiza melodia,Song Sparrow,Mazur atrium window collision victim
bsp188649592,2023-10-23,2023-10-23 11:31:44 UTC,39.9801166667,-75.1563555,Black-throated Blue Warbler,Setophaga caerulescens,Black-throated Blue Warbler,1800 liacouras walk window strike. Thought palm warbler at first but Maria looked at it in her lab and it’s Black-Throated Blue female.
bsp188654534,2023-10-23,2023-10-23 12:44:10 UTC,39.980305,-75.15525,Swainson's Thrush,Catharus ustulatus,Swainson's Thrush,Tuttleman entrance. Thought ovenbird at first but upon examination in Maria’s lab it’s a Swainson’s.
bsp188657117,2023-10-23,2023-10-23 13:25:09 UTC,39.9809416667,-75.1530388333,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Found inside a Mazur classroom. Rescued but died shortly after. Clearly stunned badly.
bsp188775430,2023-10-24,2023-10-24 11:54:45 UTC,39.95143973,-75.1609612629,Hermit Thrush,Catharus guttatus,Hermit Thrush,
bsp188784629,2023-10-24,2023-10-24 14:31:22 UTC,39.9806033333,-75.1552195,Golden-crowned Kinglet,Regulus satrapa,Golden-crowned Kinglet,"Stunned, found by Jen Rowe and attempted to be rescued by Maria Pacheco, but it flew. Must be ok enough."
bsp188785255,2023-10-24,2023-10-24 11:45:17 UTC,39.9558033333,-75.1676333333,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,
bsp188815422,2023-10-24,2023-10-24 18:18:57 UTC,39.9538216667,-75.1879666667,Blackpoll Warbler,Setophaga striata,Blackpoll Warbler,"Dead on sidewalk, south side of Chestnut St just west of 32nd Street. Building frontage is mostly glass."
bsp188818281,2023-10-24,2023-10-24 19:54:22 UTC,39.953575,-75.20182,Song Sparrow,Melospiza melodia,Song Sparrow,
bsp188819127,2023-10-24,2023-10-24 20:01:22 UTC,39.953145,-75.2021633333,Hermit Thrush,Catharus guttatus,Hermit Thrush,
bsp188880263,2023-10-25,2023-10-25 09:54:42 UTC,39.981275,-75.1524361667,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,On Mazur terrace. Slammed into atrium glass.
bsp188880381,2023-10-25,2023-10-25 09:54:42 UTC,39.981275,-75.1524361667,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,On Mazur terrace. Slammed into glass atrium.
bsp188880428,2023-10-25,2023-10-25 09:58:42 UTC,39.98125,-75.153625,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Next to Mazur entrance door. Slammed into glass.
bsp188880538,2023-10-25,2023-10-25 10:00:00 UTC,39.9812916667,-75.1531055,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Hit SERC upper floor and fell straight below.
bsp188882203,2023-10-25,2023-10-25 10:54:47 UTC,39.9821033333,-75.1526416667,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,Likely window collision on backside of SERC building. Appears to have been there for a couple days.
